,att_id,att_name,att_cat,att_price,score
577,1308,quebec_city_and_montmorency_falls_day_trip_from_montreal,tours_&_sightseeing,115.0,0.048856230118612475
168,344,original_haunted_walk_of_toronto,cultural_&_theme_tours,24.5,0.048485042935169025
1066,2273,quebec_city_historic_discoverers_cruise,family_friendly,44.83,0.0481490716786277
1201,2693,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,luxury_&_special_occasions,98.29,0.04712264997662728
449,997,1_hour_banff_horseback_riding_adventures,outdoor_activities,67.2,0.04616988858838563
53,81,whale-watching_tour_from_vancouver,"cruises,_sailing_&_water_tours",138.5,0.04513305010320452
174,357,niagara_falls_american_side_highlights_tour,cultural_&_theme_tours,149.89,0.044032453819487984
224,458,3_hour_whale_watching_tour,day_trips_&_excursions,129.0,0.04389236722790393
1306,3302,toronto_city_hop-on_hop-off_tour,recommended_experiences,43.0,0.0431248908706096
300,618,a_wok_around_chinatown:_culinary_and_cultural_walking_tour,"food,_wine_&_nightlife",108.0,0.04164989322871612
1464,3479,45-minute_beacon_hill_park_carriage_tour,recommended_experiences,165.0,0.041190060534645356
278,585,gastown_walking_food_tour,"food,_wine_&_nightlife",93.45,0.04059231260258828
474,1085,top_of_gowlland_tod_hike_in_victoria,outdoor_activities,86.0,0.03985164103404907
512,1144,mountain_explorer_atv_tour,outdoor_activities,103.95,0.03873610812321552
1354,3354,montreal_craft_brewery_and_beer_tasting_small-group_tour,recommended_experiences,74.73,0.03857346231056874
1351,3349,bird_kingdom_all_day_admission_ticket,recommended_experiences,20.28,0.0371216324401542
97,168,interactive_pirate_cruise_from_granville_island,"cruises,_sailing_&_water_tours",34.5,0.03572039225152255
1328,3326,private_tour:_quebec_city_walking_tour,recommended_experiences,25.72,0.03485393074061382
4,4,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",featured_tours_and_tickets,158.0,0.034790327222465584
351,727,niagara_falls_walking_food_tour,"food,_wine_&_nightlife",88.14,0.034438967925822454
1315,3313,ice_explorer_glacier_tour_and_glacier_skywalk,recommended_experiences,114.45,0.03407074921131063
1418,3422,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,recommended_experiences,77.98,0.034064655136015955
1416,3420,summer_tour:_banff_and_its_wildlife,recommended_experiences,74.55,0.033740757748295686
1521,3544,old_montreal_ghost_walking_tour,recommended_experiences,25.0,0.0336222561256996
1316,3314,ultimate_toronto_tour,recommended_experiences,175.0,0.03347289556861788
1024,2213,athabasca_river_mile_5_morning_rafting_trip,water_sports,72.45,0.033107468186296826
1212,2712,private_tour:_quebec_city_walking_tour,private_&_custom_tours,25.72,0.032646995514323575
483,1103,blackcomb_glacier_safari_by_jeep_4x4,outdoor_activities,145.95,0.03174817226367605
969,2128,newfoundland_puffin_and_whale_watch_cruise,water_sports,72.0,0.031530205504038705
936,2064,beyond_the_bike_lanes_bike_tour,walking_&_biking_tours,85.0,0.03150537493283098
62,93,victoria_whale_watch_tour,"cruises,_sailing_&_water_tours",114.45,0.030531934258615168
520,1158,2_hour_ziplines_and_tree_course_adventure_from_mont-tremblant,outdoor_activities,42.4,0.030492058492610545
1171,2599,niagara_falls_small-group_day_tour_from_toronto,luxury_&_special_occasions,100.57,0.030299205151557464
1390,3393,2-hour_ottawa_express_city_bike_tour,recommended_experiences,63.0,0.029955708440573478
1348,3346,small-group_toronto_beer_tour,recommended_experiences,80.0,0.029891110671041027
802,1750,bowen_island_dinner_and_zodiac_tour,tours_&_sightseeing,135.45,0.02947955345294505
722,1615,old_montreal_ghost_walking_tour,tours_&_sightseeing,25.0,0.029285785857745557
227,479,full-day_niagara_winery_tour_from_toronto,day_trips_&_excursions,99.0,0.029273786272073894
304,622,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,"food,_wine_&_nightlife",77.98,0.02876716947910468
1359,3360,athabasca_glacier_snow_trip_from_banff,recommended_experiences,273.0,0.0286039893991911
200,412,vancouver_north_shore_day_trip_with_capilano_suspension_bridge_and_grouse_mountain,day_trips_&_excursions,170.0,0.028106680856250052
521,1160,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,outdoor_activities,98.29,0.027906250633958577
1155,2542,rockies_classic_4-day_summer_tour,multi-day_&_extended_tours,687.0,0.027327062061073673
1419,3423,ottawa_city_tour_by_land_and_water,recommended_experiences,36.45,0.027005044608441966
1461,3476,blackcomb_glacier_safari_by_jeep_4x4,recommended_experiences,145.95,0.02608744200621829
1417,3421,quebec_city_craft_brewery_and_beer_tasting_small-group_tour,recommended_experiences,74.73,0.025952880938131622
223,447,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,day_trips_&_excursions,77.98,0.025649968540115725
841,1908,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.02522450894490587
29,40,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,"air,_helicopter_&_balloon_tours",439.0,0.02471287232526401
102,174,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,"cruises,_sailing_&_water_tours",98.29,0.02471068097235683
287,597,kensington_market_-toronto's_neighborhood_international_food_tour,"food,_wine_&_nightlife",89.0,0.024631489421012266
259,553,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,day_trips_&_excursions,199.0,0.02452135322385585
2,2,quebec_city_and_montmorency_falls_day_trip_from_montreal,featured_tours_and_tickets,115.0,0.02393336209776752
919,2041,ebike_tour,walking_&_biking_tours,79.0,0.02387257848225213
429,971,athabasca_glacier_snow_trip_from_banff,outdoor_activities,273.0,0.023731506210416482
872,1944,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,walking_&_biking_tours,77.98,0.02364440921774966
48,76,vancouver_harbor_sunset_dinner_cruise,"cruises,_sailing_&_water_tours",97.69,0.023109264838368174
1203,2697,boldt_castle_and_thousand_islands_helicopter_tour,luxury_&_special_occasions,172.84,0.023090425488863663
360,750,ile_d'orleans_food_tour,"food,_wine_&_nightlife",51.75,0.02293703935649352
576,1307,vancouver_tour_including_capilano_suspension_bridge,tours_&_sightseeing,130.0,0.02258653145902424
1570,3623,athabasca_river_mile_5_morning_rafting_trip,recommended_experiences,72.45,0.02239971648090379
481,1098,banff_national_park_guided_hike_with_lunch,outdoor_activities,109.2,0.02114628547434916
1146,2505,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,shore_excursions,30.99,0.021087010378175352
1439,3449,victoria_craft_brewery_tour_and_tastings,recommended_experiences,79.0,0.021011330134161853
1107,2427,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,family_friendly,98.29,0.020581153558965348
1471,3488,squamish_elaho_white-water_rafting,recommended_experiences,173.24,0.020549878924547522
209,422,athabasca_glacier_snow_trip_from_banff,day_trips_&_excursions,273.0,0.020546594752230956
1340,3338,jasper_evening_wildlife_tour,recommended_experiences,73.9,0.02040904664442531
179,368,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,cultural_&_theme_tours,30.99,0.020193935500473395
704,1585,small-group_capilano_suspension_bridge_and_vancouver_city_tour,tours_&_sightseeing,200.0,0.019530506979129208
1050,2251,whale-watching_cruise_with_expert_naturalists,family_friendly,94.5,0.019294295135182514
434,976,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,outdoor_activities,281.4,0.019190625857589863
1350,3348,glacier_skywalk_admission,recommended_experiences,36.75,0.018913473998671243
369,769,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,"food,_wine_&_nightlife",183.75,0.018733057371053578
656,1518,1-hour_distillery_history_district_by_segway,tours_&_sightseeing,77.97,0.01853760269124953
1442,3454,banff_day_trip_from_calgary,recommended_experiences,238.35,0.018506442338600007
710,1596,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,tours_&_sightseeing,439.0,0.018389994930789137
141,242,talking_trees_-_indigenous_walking_tour,cultural_&_theme_tours,40.0,0.018222603567713644
1051,2252,northern_lights_tour_from_yellowknife,family_friendly,100.0,0.018166565502626974
968,2127,summer_whale_watching_on_vancouver_island,water_sports,145.95,0.016782257586491302
859,1928,toronto's_original_brunch_food_tour,walking_&_biking_tours,99.0,0.016479890883919046
1040,2241,niagara_falls_small-group_day_tour_from_toronto,family_friendly,100.57,0.01604756438295637
1425,3429,full-day_niagara_winery_tour_from_toronto,recommended_experiences,99.0,0.015119599281391945
854,1922,small-group_toronto_beer_tour,walking_&_biking_tours,80.0,0.014967921661457915
71,127,niagara_falls_small-group_tour_from_toronto,"cruises,_sailing_&_water_tours",254.25,0.01438636459892496
1381,3382,beyond_the_market_food_tour_in_montreal,recommended_experiences,104.0,0.013771202982422934
310,665,full-day_niagara_winery_tour_from_toronto,"food,_wine_&_nightlife",99.0,0.013285486896353976
884,1994,ottawa_spring_tulip_festival_bike_tour,walking_&_biking_tours,68.0,0.013255800778515544
303,621,vancouver_art_deco_&_chocolate_tasting_tour,"food,_wine_&_nightlife",54.6,0.0126450290104384
665,1527,peggy's_cove_and_halifax_tour_with_lobster_roll_lunch,tours_&_sightseeing,140.0,0.012112973095845263
1456,3471,banff_national_park_guided_hike_with_lunch,recommended_experiences,109.2,0.012004716833777409
1397,3401,1_hour_banff_horseback_riding_adventures,recommended_experiences,67.2,0.011663108629014606
1379,3380,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,recommended_experiences,97.73,0.010957524420388182
985,2151,elaho_whitewater_experience,water_sports,187.95,0.010776374960931282
277,584,small-group_toronto_beer_tour,"food,_wine_&_nightlife",80.0,0.01048760707452586
1510,3531,vancouver_craft_brewery_and_food_tour,recommended_experiences,94.99,0.010344258452717858
678,1545,45-minute_beacon_hill_park_carriage_tour,tours_&_sightseeing,165.0,0.010318325062446027
427,969,discover_grizzly_bears_from_banff,outdoor_activities,231.0,0.010281433479116182
121,209,bowen_island_dinner_and_zodiac_tour,"cruises,_sailing_&_water_tours",135.45,0.010118073405417522
732,1636,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,tours_&_sightseeing,98.29,0.01007458847831773
290,600,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,"food,_wine_&_nightlife",97.73,0.009736341586065098
755,1673,kingston_discovery_sightseeing_cruise,tours_&_sightseeing,39.55,0.009657527878816982
1296,3292,quebec_city_and_montmorency_falls_day_trip_from_montreal,recommended_experiences,115.0,0.009648258198885621
1394,3398,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,recommended_experiences,232.05,0.009536771334080091
1447,3460,laurentian_mountains_day_trip_from_montreal,recommended_experiences,100.0,0.009437982602254967
846,1914,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,walking_&_biking_tours,149.0,0.009212051117628052
457,1009,victoria_whale_watch_tour,outdoor_activities,114.45,0.009112665263563554
848,1916,vancouver_highlights_bike_tour,walking_&_biking_tours,94.45,0.009022170531072914
384,831,vancouver_craft_brewery_tour,"food,_wine_&_nightlife",79.5,0.008720879505644798
881,1990,epic_electric_bike_tour_of_vancouver,walking_&_biking_tours,94.45,0.008626440623625652
1522,3545,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,recommended_experiences,89.9,0.00854889044417832
1365,3366,vancouver_harbor_and_indian_arm_lunch_cruise,recommended_experiences,85.33,0.008431456641854799
1534,3566,ile_d'orleans_food_tour,recommended_experiences,51.75,0.008330917256191506
1427,3434,granite_falls_zodiac_tour,recommended_experiences,103.95,0.008192903450180028
853,1921,lost_souls_of_gastown_walking_tour,walking_&_biking_tours,30.45,0.008141422370604385
994,2166,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,water_sports,98.29,0.008068738451703543
422,961,jasper_evening_wildlife_tour,outdoor_activities,73.9,0.008001925044388144
412,951,banff_national_park_tour_with_lake_louise_and_moraine_lake,outdoor_activities,88.2,0.007905883360568569
43,66,victoria_panorama_seaplane_tour,"air,_helicopter_&_balloon_tours",125.0,0.007761171214412517
1189,2672,full-day_niagara_winery_tour_from_toronto,luxury_&_special_occasions,99.0,0.00773303361453457
691,1564,southeast_edmonton_roots_and_resources_bus_tour,tours_&_sightseeing,26.25,0.007662961748300472
176,364,kingston_discovery_sightseeing_cruise,cultural_&_theme_tours,39.55,0.007552432707565519
616,1356,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,tours_&_sightseeing,97.73,0.00715501357273055
1587,3647,victoria_panorama_seaplane_tour,recommended_experiences,125.0,0.007114242123366866
1338,3336,vancouver_harbor_sunset_dinner_cruise,recommended_experiences,97.69,0.00707968117384932
1583,3643,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,recommended_experiences,395.0,0.00703692907858876
213,429,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,day_trips_&_excursions,97.73,0.006925384358638028
1377,3378,niagara-on-the-lake_wine_tour_with_lunch,recommended_experiences,114.99,0.006845323551593321
1366,3367,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,recommended_experiences,281.4,0.006800733662646261
643,1504,4-day_yukon_aurora_viewing_tour,tours_&_sightseeing,702.45,0.006586393206369332
467,1077,4-day_yukon_aurora_viewing_tour,outdoor_activities,702.45,0.006569155944404198
1553,3593,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,recommended_experiences,183.75,0.006544247518741821
346,719,vancouver_craft_brewery_and_food_tour,"food,_wine_&_nightlife",94.99,0.006120512149711211
1135,2485,4-day_yukon_aurora_viewing_tour,shore_excursions,702.45,0.006081584922383494
998,2175,squamish_cheakamus_white-water_rafting_from_whistler,water_sports,120.74,0.005898546956705412
216,432,jasper_to_banff_one-way_tour,day_trips_&_excursions,257.25,0.0058946692334547295
208,421,discover_grizzly_bears_from_banff,day_trips_&_excursions,231.0,0.005865500954878913
1332,3330,island_of_orleans_food_and_drink_tour,recommended_experiences,44.95,0.005054806089857133
41,63,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,"air,_helicopter_&_balloon_tours",389.0,0.004273645562200261
726,1620,90-minute_premier_horse-drawn_carriage_tour,tours_&_sightseeing,295.0,0.003898151027483418
1352,3350,victoria_and_butchart_gardens_tour_from_vancouver,recommended_experiences,212.0,0.003676175477692366
903,2017,guided_electric_bike_tour_in_whistler,walking_&_biking_tours,134.96,0.003554956448924381
687,1557,45-minute_beacon_hill_park_horse-drawn_carriage_tour,tours_&_sightseeing,165.0,0.003489761200022025
1347,3345,montreal_city_hop-on_hop-off_tour,recommended_experiences,56.0,0.0034578187315206883
126,217,4-_to_6-hour_northern_lights_tour_from_yellowknife,cultural_&_theme_tours,85.0,0.0034481183521750417
855,1923,old_montreal_discovery_tour,walking_&_biking_tours,60.0,0.0034107496424625374
1041,2242,greg_frewin_wild_magic_show,family_friendly,32.77,0.003385821574621235
713,1601,guided_electric_bike_tour_in_whistler,tours_&_sightseeing,134.96,0.003356722579367451
1382,3383,halifax_harbour_hopper_tour,recommended_experiences,42.67,0.00334330839968253
946,2078,old_montreal_walking_tour,walking_&_biking_tours,25.0,0.0033394428188697305
1502,3523,whitewater_rafting_on_jasper's_fraser_river,recommended_experiences,122.09,0.003321673075290416
813,1775,private_transport_from_vancouver_international_airport_(yvr)_to_downtown_vancouver,transfers_&_ground_transport,122.66,0.0032187077019643967
1468,3485,whistler_wilderness_adventure_snowmobile_tour,recommended_experiences,159.0,0.003215159967319685
327,686,vancouver_craft_beer_and_distillery_tour,"food,_wine_&_nightlife",105.0,0.003186248108461495
1033,2226,2-day_ticket_to_ride_rafting_trip_on_the_clearwater_river,water_sports,408.45,0.003167026629294225
599,1337,montreal_city_hop-on_hop-off_tour,tours_&_sightseeing,56.0,0.0031663095111981333
851,1919,haunted_montreal_pub_crawl,walking_&_biking_tours,24.0,0.003118169744823207
1491,3508,sunwapta_challenge_whitewater_rafting:_class_iii_rapids,recommended_experiences,111.38,0.003106448006700727
746,1661,sportif_tour_of_east_ontario_and_west_quebec,tours_&_sightseeing,129.0,0.0030870061779989504
210,424,columbia_icefield_tour_including_the_glacier_skywalk_from_banff,day_trips_&_excursions,281.4,0.00307838611849428
288,598,quebec_pub_crawl,"food,_wine_&_nightlife",28.0,0.0030738916308252952
1043,2244,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,family_friendly,170.4,0.003069778558558017
674,1541,private_niagara_falls_tour_in_a_suv,tours_&_sightseeing,650.0,0.0030462786556899575
171,354,making_their_mark:_montreal_jewish_history_walking_tour,cultural_&_theme_tours,24.0,0.0030354311730949844
614,1354,"sea_to_sky_highway_day_trip_from_vancouver:_shannon_falls,_britannia_mine_and_gondola_ride",tours_&_sightseeing,130.0,0.0030325787715842828
197,408,niagara_falls_day_trip_from_toronto,day_trips_&_excursions,169.0,0.0030241390629952136
541,1207,nanaimo_bungy_jump,outdoor_activities,136.49,0.0029358696108117213
519,1157,jasper_rock_climbing_experience,outdoor_activities,125.0,0.0029352017767282097
987,2154,victoria_marine_wildlife_tour,water_sports,112.35,0.0029203690745942456
1312,3309,niagara_falls_tour_day_trip_from_toronto,recommended_experiences,89.0,0.0029075048759192755
301,619,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,"food,_wine_&_nightlife",99.95,0.002901023314003948
995,2171,whitewater_rafting_on_toby_creek,water_sports,70.35,0.0028467848296375034
302,620,quebec_city_craft_brewery_and_beer_tasting_small-group_tour,"food,_wine_&_nightlife",74.73,0.002835610929741819
207,420,victoria_and_butchart_gardens_tour_from_vancouver,day_trips_&_excursions,212.0,0.0028279854787518982
84,147,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto","cruises,_sailing_&_water_tours",260.0,0.00282156641467861
1061,2264,2-day_niagara_falls_tour_from_new_york_by_bus,family_friendly,436.23,0.0028173451318619707
510,1142,victoria_marine_wildlife_tour,outdoor_activities,112.35,0.002815822684429879
1387,3389,peggy's_cove_day_trip_from_halifax,recommended_experiences,57.49,0.002813434195472376
274,581,toronto_distillery_district_walking_tour,"food,_wine_&_nightlife",23.73,0.002813345984232468
33,47,exhilarating_120km_aerial_tour_of_toronto,"air,_helicopter_&_balloon_tours",79.0,0.0028129420696076275
260,557,vancouver_island_atv_tour,day_trips_&_excursions,627.9,0.0027925970578057437
1091,2401,vancouver_boat_rental_for_up_to_4_people,family_friendly,44.0,0.002791766372202401
1132,2464,skagway_shore_excursion:_bennett_train_journey_on_the_white_pass_rail,shore_excursions,322.47,0.0027901060723872955
716,1605,jewish_neighborhood_food_tour,tours_&_sightseeing,95.44,0.002782482407050004
1414,3418,small-group_wine_tour_from_niagara_falls_with_hotel_pickup,recommended_experiences,99.95,0.002779359657731164
1094,2406,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,family_friendly,29.99,0.0027687493098054166
922,2044,whistler_singletrack_mountain_bike_tour,walking_&_biking_tours,139.0,0.002767495781659359
1509,3530,guided_electric_bike_tour_in_whistler,recommended_experiences,134.96,0.0027488957096072283
1280,3227,60_minute_private_vacation_photography_session_with_local_photographer_in_paris,private_&_custom_tours,477.13,0.0027411724048531996
1127,2459,vancouver_island_atv_tour,family_friendly,627.9,0.0027356565238800196
858,1926,"show_me_the_city,_toronto_walking_tour",walking_&_biking_tours,36.0,0.0027338744425555667
620,1363,peggy's_cove_day_trip_from_halifax,tours_&_sightseeing,57.49,0.0027338194444545723
1031,2224,ready-set-go_rafting_trip_on_the_clearwater_river,water_sports,120.75,0.002716413259750667
146,303,copenhagen_small_group_grand_tour,cultural_&_theme_tours,148.6,0.0027107920252723346
334,698,niagara-on-the-lake_wine_tasting_tour_with_cheese_from_niagara_falls,"food,_wine_&_nightlife",100.57,0.002707062511189918
476,1089,medicine_trail_snowshoe_tour,outdoor_activities,93.45,0.00267219550081164
169,346,yukon_breakfast_snowmobile_tour,cultural_&_theme_tours,246.75,0.002668952398505557
281,590,"show_me_the_city,_toronto_walking_tour","food,_wine_&_nightlife",36.0,0.002667008537052853
9,11,vancouver_seaplane_tour,"air,_helicopter_&_balloon_tours",135.0,0.0026663774874135125
498,1123,columbia_icefield_tour_including_the_glacier_skywalk_from_calgary,outdoor_activities,380.1,0.0026652368125136532
1588,3650,bowen_island_dinner_and_zodiac_tour,recommended_experiences,135.45,0.00266505753298963
315,673,diversity_of_scarborough_food_tour,"food,_wine_&_nightlife",73.0,0.002658613469779526
664,1526,day_and_night_tour_of_niagara_falls,tours_&_sightseeing,300.0,0.0026562624795272473
493,1113,small-group_zipline_adventure,outdoor_activities,93.45,0.0026504094673375778
864,1933,stanley_park_bike_tour,walking_&_biking_tours,68.25,0.002649863057632886
871,1943,bike_tour_of_downtown_vancouver_and_stanley_park,walking_&_biking_tours,68.25,0.002648245970611419
672,1538,niagara_falls_canada_underground_railroad_heritage_tour,tours_&_sightseeing,124.06,0.0026391769980356394
1299,3295,niagara_falls_day_trip_from_toronto,recommended_experiences,169.0,0.0026247799951433243
528,1181,5-hour_exotic_car_experience_including_lunch,outdoor_activities,800.0,0.0026234314702773664
233,492,vancouver_island_cycling_tour_including_lunch_and_wine_tasting,day_trips_&_excursions,204.5,0.00262307291122932
1401,3405,lake_louise_scenic_snowshoe_tour,recommended_experiences,79.0,0.002619737669247544
1011,2190,half-day_whitewater_rafting_in_revelstoke,water_sports,130.2,0.002610829405408438
644,1505,vancouver_shore_excursion:_post-cruise_sea-to-sky_highway_day_trip_from_vancouver,tours_&_sightseeing,130.0,0.002609896223344151
1310,3307,niagara_skywheel_admission_ticket,recommended_experiences,14.68,0.0026060270712260913
157,321,montreal_mural_tour,cultural_&_theme_tours,45.0,0.0026034535886561502
424,964,grotto_canyon_icewalk,outdoor_activities,79.8,0.002602093635613362
764,1684,the_big_bike_loop,tours_&_sightseeing,120.0,0.002598998028214494
177,366,the_essential_whistler_tasting_and_cultural_walking_tour,cultural_&_theme_tours,87.0,0.0025960077743207785
1282,3229,60_minute_private_vacation_photography_session_with_local_photographer_in_maui,private_&_custom_tours,477.13,0.0025785430202106187
1342,3340,horse-drawn_sleigh_ride_in_banff,recommended_experiences,39.9,0.002575987394166975
794,1738,edmonton_river_valley_90-minute_segway_adventure,tours_&_sightseeing,84.99,0.002575880612139719
1470,3487,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,recommended_experiences,125.99,0.0025754999109990646
659,1521,whistler_odyssey_tour:_off-road_buggy_adventure,tours_&_sightseeing,229.0,0.0025728132180524
883,1993,montreal_food_truck_tour_by_bike,walking_&_biking_tours,159.83,0.00256392816769748
1313,3310,vancouver_seaplane_tour,recommended_experiences,135.0,0.002555169184418217
743,1656,full_day_tour_with_lunch_from_niagara_falls_with_hotel_pickup,tours_&_sightseeing,153.6,0.0025518860834932294
509,1137,fishing_adventure_in_whistler,outdoor_activities,165.0,0.0025485265566356895
1584,3644,montreal_bike_tour_with_bites,recommended_experiences,136.82,0.0025482694226570115
1523,3546,30-minute_distillery_district_segway_tour_in_toronto,recommended_experiences,44.07,0.002546175566383411
27,37,seaplane_flight_to_victoria_with_ground_transport_and_butchart_gardens_admission,"air,_helicopter_&_balloon_tours",449.0,0.0025429078220710385
711,1597,thousand_islands_sunset_dinner_cruise,tours_&_sightseeing,99.44,0.00254042397926311
1547,3586,canyon_sainte-anne_walking_tour,recommended_experiences,13.5,0.002537877281482614
236,498,mountain_lakes_and_waterfalls_day_trip_from_calgary,day_trips_&_excursions,294.0,0.002536764819894304
1002,2181,whale-watching_marine_wildlife_excursion_by_zodiac_boat,water_sports,80.0,0.0025353216554389706
571,1284,shopping_trip_to_toronto_premium_outlets,shopping_&_fashion,33.9,0.0025340359855455788
1331,3329,winter_tour:_banff_and_its_wildlife,recommended_experiences,70.35,0.00252181855025309
1363,3364,sea_to_sky_and_whistler_village_tour,recommended_experiences,157.5,0.002511986389743371
570,1281,5-night_churchill_tour_and_polar_bear_adventure_from_winnipeg,outdoor_activities,,0.0025059105281055134
1413,3417,jasper_rafting_athabasca_canyon_run,recommended_experiences,93.45,0.002505338405002954
514,1146,guided_zipline_tour_in_mont_tremblant,outdoor_activities,114.58,0.0025049152053297124
673,1539,banff_national_park_tour_with_a_small_group,tours_&_sightseeing,155.0,0.0025046655710920787
1346,3344,mountain_lakes_and_waterfalls_day_trip_from_banff,recommended_experiences,183.75,0.002502182799675727
1454,3469,banff_national_park_tour_with_a_small_group,recommended_experiences,155.0,0.0025011142651421075
192,401,original_haunted_walk_of_kingston,cultural_&_theme_tours,24.5,0.0024960476543705633
1117,2443,quebec_city_shore_excursion:_private_walking_tour,family_friendly,19.58,0.002495607312432077
572,1299,pirate_life_adventure_cruise_in_toronto,"shows,_concerts_&_sports",38.0,0.0024903907068396366
420,959,dogsled_adventure_in_mont-tremblant,outdoor_activities,169.34,0.0024838166481180894
1258,3011,30_minute_private_vacation_photography_session_with_local_photographer_in_miami,private_&_custom_tours,340.8,0.002482492765258421
1463,3478,1-_or_2-hour_horseback_ride_in_pemberton,recommended_experiences,82.95,0.0024706821016349818
319,677,whistler's_hidden_gems_dinner_tour,"food,_wine_&_nightlife",104.99,0.00246182883589687
511,1143,rzr_off-roading_tours_from_whistler,outdoor_activities,198.45,0.002460593878538162
371,773,mornings_just_got_better-_niagara_on_the_lake,"food,_wine_&_nightlife",65.54,0.0024585753768055357
888,1998,3_hour_montreal_city_bike_tour_with_wine_or_beer,walking_&_biking_tours,74.73,0.0024557526171284866
652,1514,"niagara_falls,_niagara-on-the-lake,_winery_tour_from_toronto",tours_&_sightseeing,159.0,0.002454541587515016
530,1183,treetop_adventure_course,outdoor_activities,40.95,0.002453758400271625
897,2010,walking_tour_of_niagara-on-the-lake_historic_district,walking_&_biking_tours,25.0,0.0024471061299648966
190,398,the_really_gay_history_tour,cultural_&_theme_tours,38.85,0.002444782281632589
1374,3375,"sea_to_sky_highway_day_trip_from_vancouver:_shannon_falls,_britannia_mine_and_gondola_ride",recommended_experiences,130.0,0.002440148155927961
411,949,snowmobile_cruiser_tour_for_first-time_riders,outdoor_activities,151.2,0.0024369832652070605
1460,3475,undiscovered_niagara_wine_country_tour,recommended_experiences,149.0,0.0024366154207653397
1440,3450,chinatown_and_hidden_alleys_pedicab_tour,recommended_experiences,45.0,0.0024350801166343134
1119,2445,nanaimo_bungy_jump,family_friendly,136.49,0.002434433353251832
791,1735,beyond_city_sights_e-bike_adventure_tour,tours_&_sightseeing,89.0,0.0024343744267150517
100,171,rideau_canal_cruise,"cruises,_sailing_&_water_tours",29.0,0.002433999796793338
64,95,vancouver_harbor_sightseeing_cruise,"cruises,_sailing_&_water_tours",40.9,0.0024257029404146447
1194,2680,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,luxury_&_special_occasions,29.99,0.0024244711972306694
965,2122,rouge_river_classic_whitewater_rafting_package,water_sports,79.0,0.00241995778164381
91,157,heart_of_the_1000_islands_lunch_cruise,"cruises,_sailing_&_water_tours",81.36,0.0024190685266342136
356,736,montreal_afternoon_tea_tour,"food,_wine_&_nightlife",149.5,0.002416362548639148
892,2003,downtown_and_old_montreal_south_city_bike_tour,walking_&_biking_tours,88.25,0.002412340544655986
402,923,aga_khan_museum_admission_with_round-trip_transportation,sightseeing_tickets_&_passes,60.9,0.002412106981292019
475,1087,whistler_odyssey_tour:_off-road_buggy_adventure,outdoor_activities,229.0,0.002407016442775237
1292,3286,skylon_tower_observation_deck_admission,recommended_experiences,15.0,0.002403299071130703
1160,2557,cape_breton_island,multi-day_&_extended_tours,626.75,0.0024001313233655936
863,1932,fat_ebike_ride_on_mount_royal,walking_&_biking_tours,86.23,0.0023950636412024716
93,160,niagara_falls_night_tour_with_dinner_and_cruise,"cruises,_sailing_&_water_tours",189.0,0.0023944747329651926
564,1253,beyond_city_sights_e-bike_adventure_tour,outdoor_activities,89.0,0.0023941586724497343
